artist,album,label,release_year,reviewer,score,accolade,publish_date,url
Sir Richard Bishop,While My Guitar Violently Bleeds, Locust,2007,Mike Powell, 7.5 , ,2007-08-02,http://pitchfork.com/reviews/albums/10468-while-my-guitar-violently-bleeds/
Pumice,Pebbles, Soft Abuse,2007,Marc Masters, 7.0 , ,2007-08-02,http://pitchfork.com/reviews/albums/10481-pebbles/
The Lovetones,Axiom, Tee Pee,2007,Adam Moerder, 5.3 , ,2007-08-02,http://pitchfork.com/reviews/albums/10472-axiom/
Hans Zimmer,The Simpsons Movie: The Music, Adrenaline,2007,Rob Mitchum, 3.3 , ,2007-08-03,http://pitchfork.com/reviews/albums/10495-the-simpsons-movie-the-music/
Various Artists,Now-Again Re:Sounds Vol. 1, Now Again,2007,Nate Patrin, 6.9 , ,2007-08-03,http://pitchfork.com/reviews/albums/10436-now-again-resounds-vol-1/
Marmoset,Florist Fired, Secretly Canadian,2007,Eric Harvey, 7.8 , ,2007-08-01,http://pitchfork.com/reviews/albums/10479-florist-fired/
Gudrun Gut,I Put a Record On, Monika,2007,Brian Howe, 7.4 , ,2007-08-01,http://pitchfork.com/reviews/albums/10478-i-put-a-record-on/
Bassnectar,Underground Communication, OM,2007,Nate Patrin, 2.8 , ,2007-08-01,http://pitchfork.com/reviews/albums/10485-underground-communication/
Patton Oswalt,Werewolves and Lollipops, Sub Pop,2007,Jessica Suarez, 8.0 , ,2007-08-02,http://pitchfork.com/reviews/albums/10494-werewolves-and-lollipops/
Laurie Anderson,Big Science, Warner Bros.,1982,Joshua Klein, 8.7 , ,2007-08-02,http://pitchfork.com/reviews/albums/10455-big-science/
Harlan T. Bobo,I'm Your Man, Goner,2007,Stephen M. Deusner, 8.1 , ,2007-07-31,http://pitchfork.com/reviews/albums/10466-im-your-man/
Bergraven,Dödsvisioner, Hydra Head,2007,D. Shawn Bosler, 7.1 , ,2007-07-31,http://pitchfork.com/reviews/albums/10467-dodsvisioner/
Client,Heartland, Metropolis,2007,Nitsuh Abebe, 6.0 , ,2007-07-31,http://pitchfork.com/reviews/albums/10470-heartland/
Foo Fighters,The Colour and the Shape [10th Anniversary Special Edition], Capitol,1997,Stuart Berman, 5.8 , ,2007-08-01,http://pitchfork.com/reviews/albums/10473-the-colour-and-the-shape-10th-anniversary-special-edition/
The Concretes,Hey Trouble, Licking Fingers,2007,Marc Hogan, 5.5 , ,2007-08-01,http://pitchfork.com/reviews/albums/10486-hey-trouble/
Oh No,Dr. No's Oxperiment, Stones Throw,2007,Nate Patrin, 8.0 , ,2007-07-30,http://pitchfork.com/reviews/albums/10456-dr-nos-oxperiment/
Various Artists,The Inspiring New Sounds of Rio de Janeiro, Verge Records,2007,Joe Tangari, 7.5 , ,2007-07-30,http://pitchfork.com/reviews/albums/10460-the-inspiring-new-sounds-of-rio-de-janeiro/
namelessnumberheadman,Wires Reply, St. Ives,2007,Jason Crock, 7.1 , ,2007-07-30,http://pitchfork.com/reviews/albums/10461-wires-reply/
The Thermals,Insound Tour Support 2.0, Insound,2007,Jason Crock, 7.0 , ,2007-07-31,http://pitchfork.com/reviews/albums/10477-insound-tour-support-20/
XXL,¿Spicchiology?, Important,2007,Brian Howe, 7.4 , ,2007-07-31,http://pitchfork.com/reviews/albums/10484-spicchiology/
1990s,Cookies, Rough Trade / World's Fair,2007,Eric Harvey, 8.1 , ,2007-07-27,http://pitchfork.com/reviews/albums/10395-cookies/
The Boggs,Forts, Gigantic,2007,Stuart Berman, 7.1 , ,2007-07-27,http://pitchfork.com/reviews/albums/10451-forts/
Various Artists,Nothing Much and Something More, Minus,2007,Andy Battaglia, 7.0 , ,2007-07-27,http://pitchfork.com/reviews/albums/10462-nothing-much-and-something-more/
Common,Finding Forever, Geffen,2007,Nate Patrin, 5.6 , ,2007-07-30,http://pitchfork.com/reviews/albums/10483-finding-forever/
Bishop Allen,Bishop Allen & the Broken String, Dead Oceans,2007,Eric Harvey, 6.0 , ,2007-07-30,http://pitchfork.com/reviews/albums/10449-bishop-allen-the-broken-string/
Bjørn Torske,Feil Knapp, Smalltown Supersound,2007,Mark Richardson, 7.9 , ,2007-07-26,http://pitchfork.com/reviews/albums/10458-feil-knapp/
Videohippos,Unbeast the Leash, Monitor,2007,Mike Powell, 7.7 , ,2007-07-26,http://pitchfork.com/reviews/albums/10444-unbeast-the-leash/
The Gourds,Noble Creatures, Yep Roc,2007,Stephen M. Deusner, 7.1 , ,2007-07-26,http://pitchfork.com/reviews/albums/10435-noble-creatures/
St. Vincent,Marry Me, Beggars Banquet,2007,Joshua Klein, 8.0 , ,2007-07-27,http://pitchfork.com/reviews/albums/10457-marry-me/
Tegan and Sara,The Con, Vapor / Sire,2007,Jessica Suarez, 6.6 , ,2007-07-27,http://pitchfork.com/reviews/albums/10476-the-con/
Gogol Bordello,Super Taranta!, SideOneDummy,2007,Joshua Klein, 5.2 , ,2007-07-25,http://pitchfork.com/reviews/albums/10454-super-taranta/
Crowded House,Time On Earth, ATO,2007,Joshua Klein, 7.2 , ,2007-07-25,http://pitchfork.com/reviews/albums/10432-time-on-earth/
Kenge Kenge,Introducing Kenge Kenge, World Music Network,2007,Joe Tangari, 7.2 , ,2007-07-25,http://pitchfork.com/reviews/albums/10446-introducing-kenge-kenge/
Dälek,Deadverse Massive Vol. 1: Dälek Rarities 1999-2006, Hydra Head,2007,Grayson Currin, 7.6 , ,2007-07-26,http://pitchfork.com/reviews/albums/10465-deadverse-massive-vol-1-dalek-rarities-1999-2006/
New Young Pony Club,Fantastic Playroom, Modular,2007,Rob Mitchum, 8.2 , ,2007-07-26,http://pitchfork.com/reviews/albums/10471-fantastic-playroom/
Chromeo,Fancy Footwork, Vice,2007,Zach Baron, 7.9 , ,2007-07-24,http://pitchfork.com/reviews/albums/10431-fancy-footwork/
Jakob Olausson,Moonlight Farm, De Stijl,2007,Matthew Murphy, 7.9 , ,2007-07-24,http://pitchfork.com/reviews/albums/10447-moonlight-farm/
Midnight Movies,Lion the Girl, New Line,2007,Liz Colville, 6.7 , ,2007-07-24,http://pitchfork.com/reviews/albums/10445-lion-the-girl/
Emily Haines & the Soft Skeleton,What Is Free to a Good Home? EP, Last Gang,2007,Eric Harvey, 7.5 , ,2007-07-25,http://pitchfork.com/reviews/albums/10452-what-is-free-to-a-good-home-ep/
UNKLE,War Stories, Surrender All,2007,Ryan Dombal, 4.5 , ,2007-07-25,http://pitchfork.com/reviews/albums/10463-war-stories/
Various Artists,Eccentric Soul: The Prix Label, Numero Group,2007,Joe Tangari, 8.1 , ,2007-07-23,http://pitchfork.com/reviews/albums/10427-eccentric-soul-the-prix-label/
"Daniel ""A.I.U."" Higgs",Atomic Yggdrasil Tarot, Thrill Jockey,2007,Brandon Stosuy, 7.0 , ,2007-07-23,http://pitchfork.com/reviews/albums/10442-atomic-yggdrasil-tarot/
Against Me!,New Wave, Sire,2007,Zach Baron, 5.5 , ,2007-07-23,http://pitchfork.com/reviews/albums/10443-new-wave/
Yeah Yeah Yeahs,Is Is EP, Fiction / Dress Up,2007,Stephen M. Deusner, 8.2 , ,2007-07-24,http://pitchfork.com/reviews/albums/10453-is-is-ep/
John Vanderslice,Emerald City, Barsuk,2007,David Raposa, 6.2 , ,2007-07-24,http://pitchfork.com/reviews/albums/10459-emerald-city/
September Collective,All the Birds Were Anarchists, Mosz,2007,Philip Sherburne, 8.0 , ,2007-07-20,http://pitchfork.com/reviews/albums/10420-all-the-birds-were-anarchists/
Excepter,Streams, Fusetron,2007,Mike Powell, 7.1 , ,2007-07-20,http://pitchfork.com/reviews/albums/10433-streams/
Tied & Tickled Trio,Aelita, Morr,2007,Brian Howe, 5.2 , ,2007-07-20,http://pitchfork.com/reviews/albums/10434-aelita/
Prince,Planet Earth, Sony,2007,Douglas Wolk, 4.8 , ,2007-07-23,http://pitchfork.com/reviews/albums/10450-planet-earth/
Garbage,Absolute Garbage, Geffen,2007,Adam Moerder, 5.3 , ,2007-07-23,http://pitchfork.com/reviews/albums/10441-absolute-garbage/
The Cribs,"Men's Needs, Women's Needs, Whatever", Warner Bros.,2007,Stuart Berman, 6.7 , ,2007-07-19,http://pitchfork.com/reviews/albums/10438-mens-needs-womens-needs-whatever/
Various Artists,The Great Koonaklaster Speaks: A John Fahey Celebration, Table of the Elements,2007,Grayson Currin, 8.2 , ,2007-07-19,http://pitchfork.com/reviews/albums/10423-the-great-koonaklaster-speaks-a-john-fahey-celebration/
Grails,Burning Off Impurities, Temporary Residence,2007,D. Shawn Bosler, 7.7 , ,2007-07-19,http://pitchfork.com/reviews/albums/10425-burning-off-impurities/
Los Campesinos!,Sticking Fingers Into Sockets EP, Arts & Crafts / Wichita,2007,Marc Hogan, 8.4 , ,2007-07-20,http://pitchfork.com/reviews/albums/10382-sticking-fingers-into-sockets-ep/
Sebadoh,The Freed Man, Homestead,1989,Brandon Stosuy, 8.6 , ,2007-07-20,http://pitchfork.com/reviews/albums/10448-the-freed-man/
Various Artists,5 Years Get Physical, Get Physical,2007,Tim Finney, 5.9 , ,2007-07-18,http://pitchfork.com/reviews/albums/10419-5-years-get-physical/
Skeletons and the Kings of All Cities,Lucas, Ghostly,2007,Eric Harvey, 8.2 , ,2007-07-18,http://pitchfork.com/reviews/albums/10424-lucas/
Balkan Beat Box,Nu-Med, JDub,2007,Joe Tangari, 7.4 , ,2007-07-18,http://pitchfork.com/reviews/albums/10421-nu-med/
Matteah Baim,Death of the Sun, Dicristina,2007,Matthew Murphy, 5.5 , ,2007-07-19,http://pitchfork.com/reviews/albums/10426-death-of-the-sun/
The Knife,Silent Shout Deluxe Edition, Mute,2007,Jess Harvell, 8.0 , ,2007-07-19,http://pitchfork.com/reviews/albums/10439-silent-shout-deluxe-edition/
The Tough Alliance,New Waves EP, Sincerely Yours,2006,Marc Hogan, 8.0 , ,2007-07-17,http://pitchfork.com/reviews/albums/10429-new-waves-ep/
Nicole Willis & the Soul Investigators,Keep Reachin' Up, Light in the Attic,2007,Joe Tangari, 7.6 , ,2007-07-17,http://pitchfork.com/reviews/albums/10418-keep-reachin-up/
Karl Blau,Dance Positive, Marriage,2007,Adam Moerder, 7.1 , ,2007-07-17,http://pitchfork.com/reviews/albums/10430-dance-positive/
Meat Puppets,Rise to Your Knees, Anodyne,2007,Matt LeMay, 6.5 , ,2007-07-18,http://pitchfork.com/reviews/albums/10440-rise-to-your-knees/
Editors,An End Has a Start, Fader,2007,Adam Moerder, 4.9 , ,2007-07-18,http://pitchfork.com/reviews/albums/10352-an-end-has-a-start/
Efdemin,Efdemin, Dial,2007,Philip Sherburne, 7.6 , ,2007-07-13,http://pitchfork.com/reviews/albums/10411-efdemin/
Digitalism,Idealism, Astralwerks,2007,Marc Hogan, 5.2 , ,2007-07-13,http://pitchfork.com/reviews/albums/10410-idealism/
DJ Mayonnaise,Still Alive, Anticon,2007,Nate Patrin, 4.3 , ,2007-07-13,http://pitchfork.com/reviews/albums/10412-still-alive/
The Flaming Lips,UFOs at the Zoo: The Legendary Concert in Oklahoma City, Warner Bros.,2007,Stephen M. Deusner, 8.0 , ,2007-07-17,http://pitchfork.com/reviews/albums/10437-ufos-at-the-zoo-the-legendary-concert-in-oklahoma-city/
James Brown,"The Singles, Volume Three: 1964-1965", Hip-O Select,2007,Douglas Wolk, 5.3 , ,2007-07-17,http://pitchfork.com/reviews/albums/10415-the-singles-volume-three-1964-1965/
The Fall,Extricate, Fontana,1990,Joe Tangari, 7.9 , ,2007-07-12,http://pitchfork.com/reviews/albums/11905-extricateshift-workcode-selfish/
Nick Lowe,At My Age, Yep Roc,2007,Joshua Klein, 7.2 , ,2007-07-12,http://pitchfork.com/reviews/albums/10399-at-my-age/
Jennifer Gentle,The Midnight Room, Sub Pop,2007,Stuart Berman, 6.3 , ,2007-07-12,http://pitchfork.com/reviews/albums/10408-the-midnight-room/
They Might Be Giants,The Else, Idlewild,2007,Rob Mitchum, 5.3 , ,2007-07-13,http://pitchfork.com/reviews/albums/10422-the-else/
Various Artists,Saturday Night Fever, Rhino / RSO,1977,Stephen M. Deusner, 8.7 , ,2007-07-13,http://pitchfork.com/reviews/albums/10428-saturday-night-fever/
Jason Isbell,Sirens of the Ditch, New West,2007,Stephen M. Deusner, 7.4 , ,2007-07-11,http://pitchfork.com/reviews/albums/10398-sirens-of-the-ditch/
Arthur & Yu,In Camera, Hardly Art,2007,Amanda Petrusich, 7.4 , ,2007-07-11,http://pitchfork.com/reviews/albums/10416-in-camera/
Southerly,Storyteller & the Gossip Columnist, Greyday,2007,Grayson Currin, 6.1 , ,2007-07-11,http://pitchfork.com/reviews/albums/10414-storyteller-the-gossip-columnist/
Nick Drake,Family Tree, Tsunami,2007,Amanda Petrusich, 7.1 , ,2007-07-12,http://pitchfork.com/reviews/albums/10391-family-tree/
Ween,The Friends EP, Chocodog,2007,Adam Moerder, 5.2 , ,2007-07-12,http://pitchfork.com/reviews/albums/10393-the-friends-ep/
The For Carnation,Promised Works, Touch and Go,2007,Jason Crock, 7.4 , ,2007-07-10,http://pitchfork.com/reviews/albums/10396-promised-works/
Black Devil Disco Club,In Dub, Lo,2007,Joshua Klein, 5.7 , ,2007-07-10,http://pitchfork.com/reviews/albums/10400-in-dub/
Boom Bip,Sacchrilege EP, Lex,2007,Brian Howe, 7.2 , ,2007-07-10,http://pitchfork.com/reviews/albums/10407-sacchrilege-ep/
Ulrich Schnauss,Goodbye, Domino,2007,Joshua Klein, 5.4 , ,2007-07-11,http://pitchfork.com/reviews/albums/10406-goodbye/
Spoon,Ga Ga Ga Ga Ga, Merge,2007,Eric Harvey, 8.5 , Best New Music ,2007-07-11,http://pitchfork.com/reviews/albums/10390-ga-ga-ga-ga-ga/
GHQ,Crystal Healing, 3 Lobed,2007,Matthew Murphy, 7.6 , ,2007-07-09,http://pitchfork.com/reviews/albums/10388-crystal-healing/
Maserati,Inventions for the New Season, Orchard / Temporary Residence,2007,Zach Baron, 4.4 , ,2007-07-09,http://pitchfork.com/reviews/albums/10389-inventions-for-the-new-season/
Black Strobe,Burn Your Own Church, Playlouderrecordings,2007,Nitsuh Abebe, 3.4 , ,2007-07-09,http://pitchfork.com/reviews/albums/10392-burn-your-own-church/
Interpol,Our Love to Admire, Capitol,2007,Ryan Dombal, 6.0 , ,2007-07-10,http://pitchfork.com/reviews/albums/10413-our-love-to-admire/
Frank Black,93-03, Cooking Vinyl,2007,Joe Tangari, 7.8 , ,2007-07-10,http://pitchfork.com/reviews/albums/10394-93-03/
BOAT,Let's Drag Our Feet, Magic Marker,2007,Liz Colville, 7.4 , ,2007-07-06,http://pitchfork.com/reviews/albums/10384-lets-drag-our-feet/
You Say Party,Lose All Time, Paper Bag,2007,Adam Moerder, 6.8 , ,2007-07-06,http://pitchfork.com/reviews/albums/10008-lose-all-time/
American Catastrophe,Excerpts from the Broken Bone Choir, self-released / OxBlood,2005,Liz Colville, 6.3 , ,2007-07-06,http://pitchfork.com/reviews/albums/10372-excerpts-from-the-broken-bone-choir/
The Smashing Pumpkins,Zeitgeist, Reprise,2007,Rob Mitchum, 4.9 , ,2007-07-09,http://pitchfork.com/reviews/albums/10409-zeitgeist/
M. Ward,Duet for Guitars #2, Ow Om,2000,Joshua Klein, 6.9 , ,2007-07-09,http://pitchfork.com/reviews/albums/10405-duet-for-guitars-2/
A Band of Bees,Octopus, Astralwerks / Virgin,2007,Joe Tangari, 7.9 , ,2007-07-05,http://pitchfork.com/reviews/albums/10380-octopus/
Flash Hawk Parlor Ensemble,Plastic Bag in the Tree, Hush,2007,Stephen M. Deusner, 6.7 , ,2007-07-05,http://pitchfork.com/reviews/albums/10371-plastic-bag-in-the-tree/
The Safes,Well Well Well, O'Brothers,2006,Nate Patrin, 6.3 , ,2007-07-05,http://pitchfork.com/reviews/albums/10387-well-well-well/
The Tuss,Rushup Edge EP, Rephlex,2007,Mark Richardson, 7.8 , ,2007-07-06,http://pitchfork.com/reviews/albums/10401-rushup-edge-ep/
David Bowie,Best of Bowie: 1980-1987, EMI,2007,Stuart Berman, 6.0 , ,2007-07-06,http://pitchfork.com/reviews/albums/10274-best-of-bowie-1980-1987/
AU,Au, Aagoo / Oedipus,2007,Eric Harvey, 7.7 , ,2007-07-03,http://pitchfork.com/reviews/albums/10383-au/
Alog,Amateur, Rune Grammofon,2007,Mark Richardson, 5.9 , ,2007-07-03,http://pitchfork.com/reviews/albums/10381-amateur/
Fourth of July,On the Plains, Range Life,2007,Grayson Currin, 7.0 , ,2007-07-03,http://pitchfork.com/reviews/albums/10379-on-the-plains/
T.I.,T.I. vs. T.I.P., Atlantic / Grand Hustle,2007,Tom Breihan, 6.4 , ,2007-07-05,http://pitchfork.com/reviews/albums/10397-ti-vs-tip/
Love,The Blue Thumb Recordings, Hip-O Select,2007,Stephen M. Deusner, 7.9 , ,2007-07-05,http://pitchfork.com/reviews/albums/10386-the-blue-thumb-recordings/
Ray's Vast Basement,Starvation Under Orange Trees, Howells Transmitter,2007,Stephen M. Deusner, 6.8 , ,2007-07-02,http://pitchfork.com/reviews/albums/10365-starvation-under-orange-trees/
Tomahawk,Anonymous, Ipecac,2007,Jason Crock, 5.9 , ,2007-07-02,http://pitchfork.com/reviews/albums/10361-anonymous/
Radio Moscow,Radio Moscow, Alive,2007,Adam Moerder, 4.0 , ,2007-07-02,http://pitchfork.com/reviews/albums/10377-radio-moscow/
Metric,Grow Up and Blow Away, Last Gang,2007,Brian Howe, 7.6 , ,2007-07-03,http://pitchfork.com/reviews/albums/10385-grow-up-and-blow-away/
King Khan,What Is?!, Hazelwood,2007,Jason Crock, 7.9 , ,2007-07-03,http://pitchfork.com/reviews/albums/10378-what-is/
Travis,The Boy With No Name, Sony,2007,Eric Harvey, 5.6 , ,2007-06-29,http://pitchfork.com/reviews/albums/10367-the-boy-with-no-name/
Tarwater,Spider Smile, Morr,2007,Eric Harvey, 5.8 , ,2007-06-29,http://pitchfork.com/reviews/albums/10366-spider-smile/
Drawing Voices,Drawing Voices, Hydra Head,2007,Brian Howe, 6.0 , ,2007-06-29,http://pitchfork.com/reviews/albums/10364-drawing-voices/
The Chemical Brothers,We Are the Night, Astralwerks,2007,Nate Patrin, 3.8 , ,2007-07-02,http://pitchfork.com/reviews/albums/10369-we-are-the-night/
James Blackshaw,The Cloud of Unknowing, Tompkins Square,2007,Grayson Currin, 8.7 , ,2007-07-02,http://pitchfork.com/reviews/albums/10287-the-cloud-of-unknowing/
The Detroit Cobras,Tied & True, Bloodshot,2007,Stephen M. Deusner, 7.6 , ,2007-06-28,http://pitchfork.com/reviews/albums/10332-tied-true/
The Flowers of Hell,The Flowers of Hell, P&C / Earworm,2007,Grayson Currin, 5.1 , ,2007-06-28,http://pitchfork.com/reviews/albums/10362-the-flowers-of-hell/
DJ Khaled,We the Best, Koch,2007,Tom Breihan, 4.8 , ,2007-06-28,http://pitchfork.com/reviews/albums/10359-we-the-best/
Bryan Ferry,Dylanesque, Virgin,2007,Douglas Wolk, 1.9 , ,2007-06-29,http://pitchfork.com/reviews/albums/10375-dylanesque/
Bowerbirds,Hymns for a Dark Horse, Burly Time / Dead Oceans,2007,Amanda Petrusich, 8.4 , ,2007-06-29,http://pitchfork.com/reviews/albums/10353-hymns-for-a-dark-horse/
Minus Story,My Ion Truss, Jagjaguwar,2007,Matthew Murphy, 7.1 , ,2007-06-27,http://pitchfork.com/reviews/albums/10368-my-ion-truss/
Great Lakes Myth Society,Compass Rose Bouquet, Quack,2007,Adam Moerder, 6.5 , ,2007-06-27,http://pitchfork.com/reviews/albums/10342-compass-rose-bouquet/
The Maccabees,Colour It In, Geffen / Fiction,2007,Joshua Klein, 4.1 , ,2007-06-27,http://pitchfork.com/reviews/albums/10355-colour-it-in/
Bad Brains,Build a Nation, Megaforce,2007,Jess Harvell, 6.9 , ,2007-06-28,http://pitchfork.com/reviews/albums/10376-build-a-nation/
Taken by Trees,Open Field, Rough Trade,2007,Marc Hogan, 7.7 , ,2007-06-28,http://pitchfork.com/reviews/albums/10370-open-field/
Bumps,Bumps, Stones Throw,2007,Nate Patrin, 5.6 , ,2007-06-26,http://pitchfork.com/reviews/albums/10360-bumps/
Coyote Bones,Gentleman on the Rocks, CoCo Art,2007,Liz Colville, 6.0 , ,2007-06-26,http://pitchfork.com/reviews/albums/10354-gentleman-on-the-rocks/
They Shoot Horses Don't They?,Pick Up Sticks, Kill Rock Stars,2007,Joe Tangari, 3.7 , ,2007-06-26,http://pitchfork.com/reviews/albums/10340-pick-up-sticks/
Jim James,Tennessee Fire & At Dawn Demos, Darla,2007,Stephen M. Deusner, 6.5 , ,2007-06-27,http://pitchfork.com/reviews/albums/11904-tennessee-fire-at-dawn-demosmont-de-sundua/
Pig Destroyer,Phantom Limb, Relapse,2007,Jess Harvell, 8.6 , ,2007-06-27,http://pitchfork.com/reviews/albums/10322-phantom-limb/
Thomas Fehlmann,Honigpumpe, Kompakt,2007,Andy Battaglia, 8.6 , ,2007-06-25,http://pitchfork.com/reviews/albums/10338-honigpumpe/
Ibrahim Ferrer,Mi Sueño, Nonesuch / World Circuit,2007,Joe Tangari, 7.6 , ,2007-06-25,http://pitchfork.com/reviews/albums/10335-mi-sueno/
Badgerlore,"We Are All Hopeful Farmers, We Are All Scared Rabbits", Xeric,2007,Grayson Currin, 6.7 , ,2007-06-25,http://pitchfork.com/reviews/albums/10341-we-are-all-hopeful-farmers-we-are-all-scared-rabbits/
Beastie Boys,The Mix-Up, Capitol,2007,Rob Mitchum, 4.6 , ,2007-06-26,http://pitchfork.com/reviews/albums/10374-the-mix-up/
Robert Forster / Grant McLennan,Intermission: The Best of the Solo Recordings 1990-1997, Beggars Banquet,2007,Joshua Klein, 8.5 , ,2007-06-26,http://pitchfork.com/reviews/albums/10356-intermission-the-best-of-the-solo-recordings-1990-1997/
Hallelujah the Hills,Collective Psychosis Begone, Misra,2007,Eric Harvey, 7.0 , ,2007-06-22,http://pitchfork.com/reviews/albums/10357-collective-psychosis-begone/
Two Gallants,The Scenery of Farewell EP, Saddle Creek,2007,Sara Sherr, 6.5 , ,2007-06-22,http://pitchfork.com/reviews/albums/10343-the-scenery-of-farewell-ep/
Andrew Pekler,Cue, Kranky,2007,Mark Richardson, 7.1 , ,2007-06-22,http://pitchfork.com/reviews/albums/10358-cue/
Ryan Adams,Easy Tiger, Lost Highway,2007,Marc Hogan, 6.2 , ,2007-06-25,http://pitchfork.com/reviews/albums/10363-easy-tiger/
Pharoahe Monch,Desire, Universal / SRC,2007,Brian Howe, 7.9 , ,2007-06-25,http://pitchfork.com/reviews/albums/10373-desire/
Oxbow,The Narcotic Story, Hydra Head,2007,Brian Howe, 7.4 , ,2007-06-21,http://pitchfork.com/reviews/albums/10329-the-narcotic-story/
Various Artists,Buried Treasure, Offshore,2007,Jess Harvell, 7.0 , ,2007-06-21,http://pitchfork.com/reviews/albums/10325-buried-treasure/
Bottom of the Hudson,Fantastic Hawk, Absolutely Kosher,2007,Jason Crock, 6.9 , ,2007-06-21,http://pitchfork.com/reviews/albums/10350-fantastic-hawk/
Various Artists,After Dark, Italians Do It Better,2007,Marc Hogan, 8.3 , Best New Music ,2007-06-22,http://pitchfork.com/reviews/albums/10351-after-dark/
Wiley,Playtime Is Over, Big Dada,2007,Nate Patrin, 6.9 , ,2007-06-22,http://pitchfork.com/reviews/albums/10346-playtime-is-over/
Neurosis,Given to the Rising, Neurot,2007,D. Shawn Bosler, 8.6 , ,2007-06-20,http://pitchfork.com/reviews/albums/10316-given-to-the-rising/
Lichens,Omns, Kranky,2007,Mark Richardson, 7.4 , ,2007-06-20,http://pitchfork.com/reviews/albums/10339-omns/
Opsvik & Jennings,Commuter Anthems, Rune Grammofon,2007,Matthew Murphy, 6.5 , ,2007-06-20,http://pitchfork.com/reviews/albums/10328-commuter-anthems/
Simian Mobile Disco,Attack Decay Sustain Release, Interscope / Wichita,2007,Jess Harvell, 8.4 , ,2007-06-21,http://pitchfork.com/reviews/albums/10345-attack-decay-sustain-release/
The Cinematic Orchestra,Ma Fleur, Ninja Tune / Domino,2007,Mark Pytlik, 6.4 , ,2007-06-21,http://pitchfork.com/reviews/albums/10334-ma-fleur/
Various Artists,"Si, Para Usted: The Funky Beats of Revolutionary Cuba, Volume One", Waxing Deep,2007,Joe Tangari, 8.2 , ,2007-06-19,http://pitchfork.com/reviews/albums/10315-si-para-usted-the-funky-beats-of-revolutionary-cuba-volume-one/
Mark Stewart,Learning to Cope With Cowardice, On U Sound,1983,Jess Harvell, 7.0 , ,2007-06-19,http://pitchfork.com/reviews/albums/10324-learning-to-cope-with-cowardice/
Future Clouds & Radar,Future Clouds & Radar, Star Apple Kingdom,2007,Stephen M. Deusner, 4.0 , ,2007-06-19,http://pitchfork.com/reviews/albums/10331-future-clouds-radar/
Art Brut,It's a Bit Complicated, Downtown,2007,Rob Mitchum, 7.4 , ,2007-06-20,http://pitchfork.com/reviews/albums/10336-its-a-bit-complicated/
Jaylib,Champion Sound: Deluxe Edition, Stones Throw,2003,Nate Patrin, 7.5 , ,2007-06-20,http://pitchfork.com/reviews/albums/10333-champion-sound-deluxe-edition/
Lifesavas,Gutterfly, Quannum,2007,Sam Chennault, 8.0 , ,2007-06-18,http://pitchfork.com/reviews/albums/10312-gutterfly/
Antiguo Autómata Mexicano,Kraut Slut, Static Discos,2007,Mark Richardson, 7.4 , ,2007-06-18,http://pitchfork.com/reviews/albums/10307-kraut-slut/
Tobias Thomas,"Please, Please, Please", Kompakt,2007,Jess Harvell, 6.8 , ,2007-06-18,http://pitchfork.com/reviews/albums/10323-please-please-please/
The Polyphonic Spree,The Fragile Army, TVT,2007,Marc Hogan, 6.4 , ,2007-06-19,http://pitchfork.com/reviews/albums/10337-the-fragile-army/
Fridge,The Sun, Temporary Residence,2007,Ryan Dombal, 5.0 , ,2007-06-19,http://pitchfork.com/reviews/albums/10349-the-sun/
Dappled Cities,Granddance, Dangerbird / Speak 'n' Spell,2007,Joe Tangari, 7.8 , ,2007-06-15,http://pitchfork.com/reviews/albums/10302-granddance/
Jazzkammer & Howard Stelzer,Tomorrow No One Will Be Safe, PACrec,2007,Marc Masters, 7.0 , ,2007-06-15,http://pitchfork.com/reviews/albums/10301-tomorrow-no-one-will-be-safe/
Immaculate Machine,Immaculate Machine's Fables, Mint,2007,Eric Harvey, 6.7 , ,2007-06-15,http://pitchfork.com/reviews/albums/10319-immaculate-machines-fables/
The White Stripes,Icky Thump, Warner Bros.,2007,Rob Mitchum, 8.0 , ,2007-06-18,http://pitchfork.com/reviews/albums/10344-icky-thump/
Pantha du Prince,This Bliss, Dial,2007,Tim Finney, 7.7 , ,2007-06-18,http://pitchfork.com/reviews/albums/10273-this-bliss/
Cex,Sketchi, Temporary Residence,2007,Zach Baron, 7.0 , ,2007-06-14,http://pitchfork.com/reviews/albums/10306-sketchi/
Pelican,City of Echoes, Hydra Head,2007,Grayson Currin, 4.4 , ,2007-06-14,http://pitchfork.com/reviews/albums/10310-city-of-echoes/
Sean Na Na,Family Trees Or: Cope We Must, Dim Mak,2007,Jason Crock, 3.7 , ,2007-06-14,http://pitchfork.com/reviews/albums/10308-family-trees-or-cope-we-must/
Dizzee Rascal,Maths + English, XL,2007,Nate Patrin, 8.4 , ,2007-06-15,http://pitchfork.com/reviews/albums/10309-maths-english/
Rihanna,Good Girl Gone Bad, Def Jam,2007,Tom Breihan, 7.4 , ,2007-06-15,http://pitchfork.com/reviews/albums/10320-good-girl-gone-bad/
Carlos Giffoni / Merzbow / Jim O'Rourke,Electric Dress, No Fun,2007,Marc Masters, 7.5 , ,2007-06-13,http://pitchfork.com/reviews/albums/10295-electric-dress/
Various Artists,"Soul Sides, Volume 2: The Covers", Zealous,2007,Stephen M. Deusner, 6.8 , ,2007-06-13,http://pitchfork.com/reviews/albums/10305-soul-sides-volume-2-the-covers/
